Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Purchase Amount (USD),Season,Review Rating,Subscription Status,Shipping Type,Promo Code Used,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
935,45,Male,Jeans,Clothing,Oregon,S,Yellow,47,Spring,3.7,Yes,Express,Yes,Yes,21,Bank Transfer,Monthly
936,58,Male,Hoodie,Clothing,Ohio,L,White,51,Fall,2.6,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly
937,31,Male,Shoes,Footwear,Maine,M,Pink,84,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,Weekly
938,32,Male,Shorts,Clothing,Iowa,M,Magenta,24,Summer,2.7,Yes,Express,Yes,Yes,18,Venmo,Quarterly
939,36,Male,Blouse,Clothing,Wisconsin,S,Teal,97,Fall,4.8,Yes,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly
940,25,Male,T-shirt,Clothing,New York,L,Indigo,89,Winter,4.8,Yes,Next Day Air,Yes,Yes,24,Credit Card,Monthly
941,48,Male,Belt,Accessories,Colorado,S,Maroon,44,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months
942,39,Male,Handbag,Accessories,Illinois,L,Black,35,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months
943,26,Male,Dress,Clothing,Arizona,M,Cyan,91,Winter,3.2,Yes,Express,Yes,Yes,38,PayPal,Bi-Weekly
944,32,Male,Hat,Accessories,Oklahoma,L,Cyan,63,Winter,3.8,Yes,Next Day Air,Yes,Yes,13,Venmo,Fortnightly
945,54,Male,Belt,Accessories,Indiana,S,Gray,97,Spring,4.8,Yes,Express,Yes,Yes,39,Cash,Bi-Weekly
946,38,Male,Boots,Footwear,Minnesota,M,Violet,38,Summer,4.1,Yes,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months
947,46,Male,Coat,Outerwear,Pennsylvania,XL,Blue,24,Spring,2.8,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly
948,57,Male,Blouse,Clothing,Indiana,M,Charcoal,32,Winter,3.9,Yes,Store Pickup,Yes,Yes,6,Cash,Every 3 Months
949,49,Male,Hat,Accessories,Alabama,L,Olive,90,Summer,4.9,Yes,Express,Yes,Yes,11,Venmo,Every 3 Months
950,33,Male,Jeans,Clothing,Montana,M,Olive,36,Summer,3.4,Yes,Standard,Yes,Yes,49,Venmo,Monthly
951,54,Male,Backpack,Accessories,New Mexico,XL,Turquoise,37,Winter,4.1,Yes,Free Shipping,Yes,Yes,30,PayPal,Quarterly
952,47,Male,Dress,Clothing,Alaska,M,Cyan,51,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Monthly
953,36,Male,Hat,Accessories,Idaho,S,Red,71,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28,PayPal,Monthly
954,68,Male,Sunglasses,Accessories,Utah,S,Cyan,50,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly
955,60,Male,Hat,Accessories,Louisiana,S,Turquoise,74,Fall,3.5,Yes,Standard,Yes,Yes,18,Credit Card,Every 3 Months
956,55,Male,Dress,Clothing,Mississippi,L,Lavender,75,Summer,3.4,Yes,Free Shipping,Yes,Yes,4,PayPal,Monthly
957,29,Male,Shirt,Clothing,Mississippi,XL,Cyan,99,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly
958,38,Male,Scarf,Accessories,Indiana,XL,Violet,23,Spring,4.7,Yes,Store Pickup,Yes,Yes,11,Cash,Quarterly
959,70,Male,Sneakers,Footwear,Washington,XL,Beige,53,Winter,4.4,Yes,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly
960,36,Male,Skirt,Clothing,Nevada,M,Cyan,99,Spring,2.6,Yes,Standard,Yes,Yes,12,Cash,Fortnightly
961,18,Male,Jewelry,Accessories,Louisiana,XL,Indigo,48,Spring,4.4,Yes,Standard,Yes,Yes,20,Venmo,Quarterly
962,62,Male,Boots,Footwear,Pennsylvania,L,Olive,72,Fall,3.7,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly
963,29,Male,Sunglasses,Accessories,Michigan,L,Green,64,Spring,4.4,Yes,Standard,Yes,Yes,26,Debit Card,Fortnightly
964,21,Male,Boots,Footwear,South Carolina,L,Green,63,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly
965,42,Male,Sandals,Footwear,Arizona,M,Beige,51,Spring,2.6,Yes,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly
966,43,Male,Boots,Footwear,Delaware,L,Black,55,Spring,5,Yes,Store Pickup,Yes,Yes,10,Credit Card,Annually
967,58,Male,Dress,Clothing,Kentucky,M,Brown,55,Spring,4.9,Yes,Express,Yes,Yes,19,Cash,Annually
968,27,Male,Hoodie,Clothing,Georgia,S,Silver,26,Summer,3.7,Yes,Store Pickup,Yes,Yes,4,Cash,Weekly
969,57,Male,Shorts,Clothing,North Carolina,L,Gray,67,Summer,3.1,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly
970,40,Male,Coat,Outerwear,California,S,Pink,31,Fall,3.2,Yes,Express,Yes,Yes,37,PayPal,Monthly
971,45,Male,Jeans,Clothing,California,S,Maroon,66,Winter,4.4,Yes,Free Shipping,Yes,Yes,4,Cash,Monthly
972,47,Male,Sunglasses,Accessories,Indiana,M,Cyan,67,Summer,4.3,Yes,Next Day Air,Yes,Yes,15,Credit Card,Weekly
973,61,Male,Sneakers,Footwear,Colorado,L,Gold,61,Winter,3,Yes,Standard,Yes,Yes,33,Credit Card,Weekly
974,60,Male,Jacket,Outerwear,Colorado,M,Teal,75,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly
975,69,Male,Skirt,Clothing,North Carolina,M,Beige,90,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly
976,58,Male,Sweater,Clothing,Washington,M,Olive,40,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly
977,34,Male,T-shirt,Clothing,Florida,M,Gray,90,Fall,3.6,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months
978,20,Male,Belt,Accessories,Washington,M,Black,20,Spring,4.6,Yes,Express,Yes,Yes,34,Cash,Bi-Weekly
979,56,Male,Gloves,Accessories,Colorado,M,Turquoise,40,Summer,2.5,Yes,Standard,Yes,Yes,33,Credit Card,Weekly
980,64,Male,Hat,Accessories,New Hampshire,S,Brown,33,Fall,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly
981,56,Male,Boots,Footwear,Maryland,S,Magenta,98,Spring,4,Yes,Free Shipping,Yes,Yes,39,PayPal,Every 3 Months
982,27,Male,Belt,Accessories,Maryland,M,Silver,42,Spring,3.5,Yes,Next Day Air,Yes,Yes,47,Credit Card,Quarterly
983,35,Male,Coat,Outerwear,Texas,S,Red,62,Summer,3.2,Yes,Standard,Yes,Yes,37,PayPal,Monthly
984,24,Male,Hat,Accessories,New Mexico,L,Indigo,45,Winter,3.5,Yes,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly
985,26,Male,Shoes,Footwear,Utah,M,Green,78,Summer,3.4,Yes,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly
986,32,Male,Handbag,Accessories,West Virginia,M,Gray,80,Fall,5,Yes,Express,Yes,Yes,12,Bank Transfer,Annually
987,54,Male,Scarf,Accessories,Connecticut,S,Peach,96,Spring,4.5,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly
988,62,Male,Handbag,Accessories,West Virginia,M,Charcoal,47,Summer,2.8,Yes,Express,Yes,Yes,48,PayPal,Weekly
989,50,Male,Pants,Clothing,Ohio,M,Orange,84,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Fortnightly
990,70,Male,Shoes,Footwear,Texas,M,Beige,31,Spring,3.1,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly
991,48,Male,Sunglasses,Accessories,Washington,S,Yellow,63,Spring,4.8,Yes,Store Pickup,Yes,Yes,24,Cash,Weekly
992,20,Male,Shorts,Clothing,Wisconsin,XL,White,97,Spring,2.7,Yes,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly
993,46,Male,Jacket,Outerwear,Louisiana,M,Gray,99,Winter,4.6,Yes,Express,Yes,Yes,50,Debit Card,Weekly
994,51,Male,Sandals,Footwear,Iowa,M,Peach,90,Winter,4.4,Yes,Store Pickup,Yes,Yes,25,Cash,Weekly
995,53,Male,Shoes,Footwear,New York,L,Violet,68,Fall,3.2,Yes,Express,Yes,Yes,20,Debit Card,Monthly
996,44,Male,Jewelry,Accessories,Idaho,M,Magenta,80,Spring,3,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Weekly
997,29,Male,Sandals,Footwear,Delaware,L,Maroon,91,Summer,4.9,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly
998,64,Male,Pants,Clothing,Kentucky,M,Cyan,30,Spring,3.6,Yes,Express,Yes,Yes,31,Cash,Fortnightly
999,51,Male,Shoes,Footwear,Connecticut,M,White,90,Spring,3.8,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly
1000,50,Male,Socks,Clothing,New Mexico,L,Brown,28,Spring,2.9,Yes,Standard,Yes,Yes,23,Debit Card,Monthly
1001,43,Male,Socks,Clothing,Georgia,M,Red,46,Winter,3.9,Yes,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly
1002,61,Male,Dress,Clothing,Washington,M,Orange,60,Fall,3.6,Yes,Standard,Yes,Yes,4,Debit Card,Fortnightly
1003,55,Male,Shoes,Footwear,North Dakota,M,White,59,Spring,3.5,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly
1004,56,Male,Hat,Accessories,Ohio,M,Green,68,Fall,4,Yes,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly
1005,33,Male,Backpack,Accessories,Tennessee,M,Black,79,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Annually
1006,43,Male,Backpack,Accessories,New York,M,Gold,94,Winter,3.9,Yes,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly
1007,21,Male,Pants,Clothing,Michigan,S,Lavender,83,Summer,4.5,Yes,Next Day Air,Yes,Yes,50,Venmo,Quarterly
1008,58,Male,Gloves,Accessories,Georgia,XL,Turquoise,62,Spring,4.8,Yes,Standard,Yes,Yes,2,Credit Card,Annually
1009,41,Male,Scarf,Accessories,New Mexico,M,Pink,85,Spring,2.6,Yes,Store Pickup,Yes,Yes,29,PayPal,Annually
1010,39,Male,Hoodie,Clothing,Louisiana,M,Silver,30,Summer,3.1,Yes,Express,Yes,Yes,11,Venmo,Annually
1011,54,Male,Jeans,Clothing,South Dakota,XL,Gray,24,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly
1012,43,Male,Backpack,Accessories,Montana,L,Indigo,25,Spring,2.9,Yes,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly
1013,28,Male,Sandals,Footwear,New Mexico,L,Teal,37,Summer,3.8,Yes,Express,Yes,Yes,27,Credit Card,Annually
1014,59,Male,Belt,Accessories,South Carolina,XL,Green,69,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly
1015,28,Male,Shoes,Footwear,Ohio,M,Violet,97,Summer,3,Yes,Standard,Yes,Yes,36,Debit Card,Fortnightly
1016,68,Male,Gloves,Accessories,North Carolina,M,Cyan,24,Summer,4.1,Yes,Standard,Yes,Yes,34,Cash,Weekly
1017,20,Male,Belt,Accessories,Idaho,XL,Blue,30,Summer,3.4,Yes,Express,Yes,Yes,15,Bank Transfer,Every 3 Months
1018,21,Male,Jacket,Outerwear,Oklahoma,L,Orange,53,Fall,2.5,Yes,Express,Yes,Yes,14,Credit Card,Annually
1019,50,Male,Dress,Clothing,Georgia,XL,Charcoal,70,Spring,4.9,Yes,Next Day Air,Yes,Yes,46,Cash,Weekly
1020,32,Male,Shirt,Clothing,Kentucky,S,Beige,76,Winter,2.8,Yes,Standard,Yes,Yes,33,Venmo,Bi-Weekly
1021,24,Male,Scarf,Accessories,Delaware,M,Black,95,Fall,4.5,Yes,Express,Yes,Yes,41,Debit Card,Annually
1022,55,Male,Coat,Outerwear,Massachusetts,S,Lavender,51,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
1023,61,Male,Handbag,Accessories,Nebraska,M,Lavender,41,Winter,4.9,Yes,Store Pickup,Yes,Yes,7,Cash,Annually
1024,61,Male,Sunglasses,Accessories,Maine,S,Turquoise,71,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months
1025,28,Male,T-shirt,Clothing,Pennsylvania,M,Purple,66,Summer,3.5,Yes,Free Shipping,Yes,Yes,18,Venmo,Quarterly
1026,60,Male,Shirt,Clothing,Nebraska,M,Olive,84,Winter,4.9,Yes,Free Shipping,Yes,Yes,15,Credit Card,Annually
1027,49,Male,Handbag,Accessories,Virginia,L,Turquoise,95,Winter,3,Yes,Express,Yes,Yes,39,PayPal,Bi-Weekly
1028,33,Male,Jewelry,Accessories,Ohio,L,Teal,90,Summer,2.8,Yes,Next Day Air,Yes,Yes,11,Cash,Monthly
1029,45,Male,Hoodie,Clothing,Nebraska,S,Lavender,36,Summer,3.7,Yes,Standard,Yes,Yes,4,Cash,Fortnightly
1030,29,Male,Gloves,Accessories,Ohio,M,Purple,22,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly
1031,58,Male,Coat,Outerwear,Kentucky,L,Blue,89,Winter,3.3,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly
1032,22,Male,Sandals,Footwear,Tennessee,M,Teal,50,Spring,3.4,Yes,Free Shipping,Yes,Yes,32,Cash,Quarterly
1033,55,Male,Boots,Footwear,Maine,M,Lavender,36,Fall,4,Yes,Free Shipping,Yes,Yes,44,Credit Card,Quarterly
1034,19,Male,Pants,Clothing,Montana,S,Silver,52,Spring,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly
1035,68,Male,Socks,Clothing,Maryland,M,Olive,29,Fall,4.2,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Weekly
1036,61,Male,Blouse,Clothing,Georgia,M,Brown,89,Fall,2.8,Yes,Express,Yes,Yes,32,Venmo,Annually
1037,68,Male,Handbag,Accessories,Hawaii,M,Yellow,47,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly
1038,52,Male,Jewelry,Accessories,Rhode Island,XL,Brown,25,Spring,3.4,Yes,Standard,Yes,Yes,48,Debit Card,Quarterly
1039,41,Male,Pants,Clothing,Nebraska,XL,Cyan,74,Fall,3,Yes,Express,Yes,Yes,3,Bank Transfer,Weekly
1040,29,Male,Belt,Accessories,Michigan,M,Magenta,46,Fall,4.8,Yes,Standard,Yes,Yes,39,Venmo,Monthly
1041,68,Male,Jeans,Clothing,North Carolina,S,Magenta,22,Fall,4,Yes,Next Day Air,Yes,Yes,7,Cash,Fortnightly
1042,36,Male,Shirt,Clothing,Minnesota,M,Orange,25,Summer,4.9,Yes,Next Day Air,Yes,Yes,11,Cash,Fortnightly
1043,55,Male,Belt,Accessories,Maryland,M,Maroon,80,Spring,4.9,Yes,Next Day Air,Yes,Yes,47,Credit Card,Weekly
1044,28,Male,Jeans,Clothing,Hawaii,M,Green,76,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly
1045,39,Male,Jeans,Clothing,Oregon,L,Teal,30,Summer,4.4,Yes,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months
1046,54,Male,Sweater,Clothing,New Mexico,L,Black,79,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,11,PayPal,Bi-Weekly
1047,40,Male,Sneakers,Footwear,Illinois,M,Magenta,22,Winter,4.2,Yes,Standard,Yes,Yes,12,Venmo,Annually
1048,31,Male,Socks,Clothing,Utah,S,Olive,36,Fall,4.2,Yes,Standard,Yes,Yes,7,Credit Card,Fortnightly
1049,30,Male,Socks,Clothing,Maine,L,Yellow,77,Fall,2.7,Yes,Standard,Yes,Yes,19,Venmo,Fortnightly
1050,45,Male,Sunglasses,Accessories,Virginia,S,Purple,33,Fall,2.8,Yes,Store Pickup,Yes,Yes,24,Cash,Quarterly
1051,48,Male,Sneakers,Footwear,Florida,M,Beige,64,Winter,3.8,Yes,Next Day Air,Yes,Yes,19,Venmo,Monthly
1052,45,Male,Socks,Clothing,Ohio,M,Indigo,53,Fall,2.6,Yes,Free Shipping,Yes,Yes,39,PayPal,Annually
1053,60,Male,Shoes,Footwear,Virginia,XL,Pink,36,Fall,3,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly
1054,59,Male,Blouse,Clothing,Kansas,M,Blue,70,Spring,3.3,No,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly
1055,18,Male,Shorts,Clothing,Arkansas,L,Cyan,96,Winter,4.9,No,Express,Yes,Yes,48,PayPal,Quarterly
1056,70,Male,Jacket,Outerwear,Massachusetts,M,Orange,27,Spring,3.3,No,Next Day Air,Yes,Yes,24,Debit Card,Annually
1057,20,Male,Sweater,Clothing,Idaho,L,Black,64,Winter,2.9,No,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly
1058,65,Male,Jacket,Outerwear,Wisconsin,S,Maroon,23,Spring,4.4,No,2-Day Shipping,Yes,Yes,20,Credit Card,Weekly
1059,29,Male,Scarf,Accessories,New Mexico,L,Violet,33,Summer,3.1,No,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months
1060,22,Male,Jacket,Outerwear,North Carolina,M,Beige,34,Winter,2.5,No,Standard,Yes,Yes,25,Debit Card,Monthly
1061,27,Male,Sweater,Clothing,Iowa,S,Gray,35,Summer,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months
1062,36,Male,Coat,Outerwear,Idaho,M,Gray,62,Summer,4.4,No,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months
1063,59,Male,Boots,Footwear,Ohio,M,Brown,75,Fall,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months
1064,62,Male,Hoodie,Clothing,Alabama,S,Indigo,29,Summer,3.3,No,Free Shipping,Yes,Yes,35,Cash,Monthly
1065,34,Male,Hat,Accessories,Wyoming,M,Violet,28,Spring,3.5,No,Express,Yes,Yes,42,Credit Card,Every 3 Months
1066,59,Male,T-shirt,Clothing,Alabama,XL,Blue,20,Spring,4.1,No,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months
1067,49,Male,Coat,Outerwear,Mississippi,M,Red,96,Winter,4,No,Store Pickup,Yes,Yes,11,PayPal,Bi-Weekly
1068,18,Male,Dress,Clothing,Pennsylvania,S,Peach,43,Summer,2.7,No,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly
1069,55,Male,Shirt,Clothing,Wyoming,M,Olive,94,Fall,2.5,No,Standard,Yes,Yes,47,Credit Card,Weekly
1070,38,Male,Skirt,Clothing,Maryland,XL,White,81,Fall,4.3,No,Next Day Air,Yes,Yes,33,Venmo,Every 3 Months
1071,50,Male,Jewelry,Accessories,North Carolina,M,Magenta,75,Summer,3.3,No,Free Shipping,Yes,Yes,50,Debit Card,Weekly
1072,61,Male,Hat,Accessories,Pennsylvania,M,Beige,81,Summer,2.6,No,Express,Yes,Yes,46,Credit Card,Monthly
1073,48,Male,Shorts,Clothing,Idaho,L,Gold,92,Fall,,No,Express,Yes,Yes,34,Debit Card,Fortnightly
1074,22,Male,Scarf,Accessories,California,XL,Purple,96,Spring,4,No,Store Pickup,Yes,Yes,33,Credit Card,Monthly
1075,48,Male,Jewelry,Accessories,Tennessee,S,White,71,Fall,2.6,No,Standard,Yes,Yes,45,Bank Transfer,Fortnightly
1076,57,Male,Sunglasses,Accessories,Missouri,L,Indigo,50,Summer,4.9,No,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly
1077,33,Male,Coat,Outerwear,North Dakota,L,Charcoal,72,Spring,2.9,No,Standard,Yes,Yes,47,Venmo,Bi-Weekly
1078,58,Male,Jacket,Outerwear,West Virginia,M,Pink,28,Winter,3.7,No,Standard,Yes,Yes,5,PayPal,Quarterly
1079,37,Male,Sweater,Clothing,Arizona,M,Silver,59,Fall,4.4,No,Express,Yes,Yes,49,Credit Card,Fortnightly
1080,18,Male,Coat,Outerwear,Oklahoma,S,Blue,33,Summer,4.4,No,Free Shipping,Yes,Yes,48,Bank Transfer,Monthly
1081,65,Male,Scarf,Accessories,Pennsylvania,L,Blue,59,Fall,3.8,No,Express,Yes,Yes,22,Cash,Every 3 Months
1082,62,Male,Belt,Accessories,Idaho,XL,Brown,30,Spring,4.5,No,Standard,Yes,Yes,45,Credit Card,Annually
1083,54,Male,Hat,Accessories,South Carolina,XL,Cyan,85,Winter,2.6,No,Next Day Air,Yes,Yes,30,Venmo,Quarterly
1084,35,Male,Backpack,Accessories,Washington,L,Teal,97,Summer,3.3,No,Store Pickup,Yes,Yes,43,Cash,Weekly
1085,34,Male,T-shirt,Clothing,Arkansas,S,Purple,36,Fall,4.1,No,Next Day Air,Yes,Yes,48,Cash,Quarterly
1086,25,Male,Jewelry,Accessories,Utah,M,Turquoise,85,Winter,3,No,Store Pickup,Yes,Yes,23,Venmo,Fortnightly
1087,53,Male,Sunglasses,Accessories,Alaska,M,Olive,62,Winter,3,No,Free Shipping,Yes,Yes,27,PayPal,Bi-Weekly
1088,45,Male,Jeans,Clothing,West Virginia,S,White,71,Winter,3.4,No,Next Day Air,Yes,Yes,7,Bank Transfer,Monthly
1089,49,Male,Pants,Clothing,Louisiana,M,Turquoise,21,Winter,2.7,No,Free Shipping,Yes,Yes,2,PayPal,Weekly
1090,40,Male,Backpack,Accessories,Arizona,M,Silver,61,Spring,3.8,No,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly
1091,38,Male,Scarf,Accessories,Connecticut,M,Violet,58,Spring,4.2,No,Store Pickup,Yes,Yes,27,Cash,Fortnightly
1092,44,Male,Sweater,Clothing,North Carolina,L,Lavender,80,Spring,4.7,No,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly
1093,68,Male,Jewelry,Accessories,South Dakota,L,Magenta,50,Spring,4.1,No,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly
1094,60,Male,Sneakers,Footwear,Delaware,S,Indigo,48,Winter,4.2,No,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months
1095,25,Male,Jewelry,Accessories,Connecticut,M,Black,40,Winter,4.8,No,Next Day Air,Yes,Yes,25,Cash,Quarterly
1096,19,Male,Coat,Outerwear,Tennessee,S,Peach,34,Summer,3,No,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly
1097,57,Male,Coat,Outerwear,New Hampshire,S,Beige,46,Fall,2.6,No,Standard,Yes,Yes,48,Credit Card,Annually
1098,58,Male,Sunglasses,Accessories,Vermont,M,Black,27,Summer,3.2,No,Store Pickup,Yes,Yes,47,Bank Transfer,Weekly
1099,49,Male,Handbag,Accessories,Idaho,S,Turquoise,98,Spring,3.6,No,Next Day Air,Yes,Yes,27,Credit Card,Weekly
1100,19,Male,Sweater,Clothing,North Carolina,M,Peach,73,Fall,2.6,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly
1101,50,Male,Pants,Clothing,Nevada,L,Gold,28,Spring,4.4,No,Express,Yes,Yes,2,Credit Card,Weekly
1102,30,Male,Gloves,Accessories,Delaware,XL,Silver,76,Fall,3,No,Free Shipping,Yes,Yes,39,Cash,Fortnightly
1103,52,Male,Sweater,Clothing,Texas,M,Peach,83,Fall,2.9,No,Express,Yes,Yes,24,Cash,Fortnightly
1104,35,Male,Hoodie,Clothing,Tennessee,S,Charcoal,23,Spring,4.3,No,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly
1105,35,Male,Hat,Accessories,Delaware,M,Beige,28,Fall,3.1,No,Express,Yes,Yes,8,Bank Transfer,Quarterly
1106,33,Male,T-shirt,Clothing,Massachusetts,S,Olive,83,Spring,3,No,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months
1107,52,Male,Skirt,Clothing,Minnesota,L,Violet,96,Winter,3.6,No,Store Pickup,Yes,Yes,12,Venmo,Fortnightly
1108,69,Male,Sneakers,Footwear,Texas,M,Peach,62,Fall,2.8,No,Store Pickup,Yes,Yes,26,Bank Transfer,Weekly
1109,27,Male,Shorts,Clothing,Nebraska,M,Teal,25,Fall,2.8,No,Standard,Yes,Yes,50,Cash,Fortnightly
1110,66,Male,Hoodie,Clothing,Oklahoma,L,Violet,97,Winter,,No,Next Day Air,Yes,Yes,2,Venmo,Weekly
1111,28,Male,Hoodie,Clothing,Texas,L,Cyan,61,Fall,3,No,Standard,Yes,Yes,31,Cash,Bi-Weekly
1112,22,Male,Shoes,Footwear,New York,S,Olive,66,Summer,4.1,No,Next Day Air,Yes,Yes,4,Credit Card,Bi-Weekly
1113,69,Male,Hoodie,Clothing,Washington,XL,Pink,67,Spring,4.6,No,Free Shipping,Yes,Yes,32,PayPal,Quarterly
1114,28,Male,Sunglasses,Accessories,Maryland,M,Purple,80,Summer,4.8,No,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly
1115,55,Male,Skirt,Clothing,New Hampshire,L,Violet,25,Fall,2.6,No,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months
1116,30,Male,Hat,Accessories,New York,S,Peach,58,Fall,4,No,2-Day Shipping,Yes,Yes,37,Cash,Weekly
1117,67,Male,Backpack,Accessories,Hawaii,M,Charcoal,96,Winter,4.2,No,Express,Yes,Yes,39,PayPal,Fortnightly
1118,25,Male,Sunglasses,Accessories,California,L,Lavender,77,Spring,4.5,No,Store Pickup,Yes,Yes,24,Credit Card,Monthly
1119,49,Male,Belt,Accessories,Indiana,M,Purple,65,Summer,4.9,No,Standard,Yes,Yes,11,PayPal,Every 3 Months
1120,34,Male,Jewelry,Accessories,Louisiana,M,Indigo,36,Spring,3.1,No,Standard,Yes,Yes,36,Credit Card,Weekly
1121,22,Male,Sneakers,Footwear,Pennsylvania,M,Magenta,84,Winter,4,No,Next Day Air,Yes,Yes,40,Debit Card,Monthly
1122,63,Male,T-shirt,Clothing,Florida,XL,Peach,58,Fall,3.2,No,Express,Yes,Yes,25,Cash,Quarterly
1123,70,Male,Handbag,Accessories,North Carolina,S,Charcoal,62,Spring,4.3,No,2-Day Shipping,Yes,Yes,12,Credit Card,Annually
1124,36,Male,Hat,Accessories,Massachusetts,S,Purple,67,Fall,2.5,No,Store Pickup,Yes,Yes,38,Cash,Monthly
1125,42,Male,Sweater,Clothing,Iowa,M,Orange,20,Spring,,No,Express,Yes,Yes,40,Cash,Quarterly
1126,27,Male,Sandals,Footwear,North Dakota,M,Lavender,90,Summer,2.7,No,2-Day Shipping,Yes,Yes,10,Bank Transfer,Weekly
1127,23,Male,Scarf,Accessories,Iowa,L,Beige,58,Winter,3.4,No,Standard,Yes,Yes,47,Venmo,Fortnightly
1128,50,Male,Shirt,Clothing,Delaware,XL,Maroon,53,Spring,4.8,No,Store Pickup,Yes,Yes,22,Debit Card,Monthly
1129,56,Male,Gloves,Accessories,New York,L,Charcoal,30,Winter,4.7,No,Next Day Air,Yes,Yes,35,Debit Card,Monthly
1130,37,Male,Hoodie,Clothing,New Hampshire,XL,White,65,Winter,4.7,No,Express,Yes,Yes,46,Venmo,Fortnightly
1131,67,Male,Jewelry,Accessories,Kentucky,M,Lavender,41,Summer,3.9,No,Standard,Yes,Yes,30,PayPal,Bi-Weekly
